,address
6726,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 8"
6727,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 11"
6728,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 11А"
6729,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 12"
6730,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 13"
6731,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 14/74"
6732,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 15"
6733,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 16"
6734,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 17"
6735,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 17/9"
6736,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 17А"
6737,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 18"
6738,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 18"
6739,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 20"
6740,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 21"
6741,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 22"
6742,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 22А"
6743,"Респ. Татарстан, г. Казань, ул. Академика Завойского, д. 25"
6744,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 2/9"
6745,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 3"
6746,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 6"
6747,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 8"
6748,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 10"
6749,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 11"
6750,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 12"
6751,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 13/12"
6752,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 14"
6753,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 15"
6754,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 16"
6755,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 17"
6756,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 18"
6757,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 19"
6758,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 21/14"
6759,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 23"
6760,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 24"
6761,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 25"
6762,"Респ. Татарстан, г. Казань, ул. Академика Кирпичникова, д. 27"
6763,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 2"
6764,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 4"
6765,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 6"
6766,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 8"
6767,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 10"
6768,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 12"
6769,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 14"
6770,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 16"
6771,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 18"
6772,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 19"
6773,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 20"
6774,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 22"
6775,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 22А"
6776,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 24/30"
6777,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 24 А"
6778,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 24А"
6779,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 26"
6780,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 28"
6781,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 29"
6782,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 30"
6783,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 31"
6784,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 32"
6785,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 33"
6786,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 34"
6787,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 36"
6788,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 41"
6789,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 42"
6790,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 43"
6791,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 44"
6792,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 45"
6793,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 46"
6794,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 51"
6795,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 57"
6796,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 57А"
6797,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 57Б"
6798,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 59"
6799,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 61"
6800,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 63"
6801,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 65"
6802,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 69"
6803,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 71"
6804,"Респ. Татарстан, г. Казань, ул. Академика Королева, д. 73"
6805,"Респ. Татарстан, г. Казань, ул. Академика Лаврентьева, д. 2"
6806,"Респ. Татарстан, г. Казань, ул. Академика Лаврентьева, д. 4"
6807,"Респ. Татарстан, г. Казань, ул. Академика Лаврентьева, д. 4"
6808,"Респ. Татарстан, г. Казань, ул. Академика Лаврентьева, д. 8"
6809,"Респ. Татарстан, г. Казань, ул. Академика Лаврентьева, д. 8А"
6810,"Респ. Татарстан, г. Казань, ул. Академика Лаврентьева, д. 9"
